id,brand,carLine,class,classSimple,engId,displ,cylinders,inValves,exValves,airAspir,trans,manual,gears,drive,maxEthanol,mpgCity,mpgHwy,mpgComb,guzzler,guzzlerEx,fuelCost,amtSave,amtOver,co2City,co2Hwy,co2Comb,mfrNameFull,mfrName,mfrCode
20471,Jeep,Patriot FWD,small suv,suv,78,2,4,2,2,natural,m,yes,5,"2wd, front",10,22.7485,29.6031,25.3945,no,yes,1450,,250,387,300,347,FCA US LLC,Fiat Chrysler,CRX
20389,Jeep,Patriot FWD,small suv,suv,72,2,4,2,2,natural,cvt,no,1,"2wd, front",10,21.7524,26.0636,23.5017,no,yes,1550,,750,409,340,378,FCA US LLC,Fiat Chrysler,CRX
20462,Kia,Cadenza,large car,large car,26,3.3,6,2,2,natural,sa,no,8,"2wd, front",15,20.2744,27.5153,22.9978,no,no,1600,,1000,435,321,384,Kia Motors Corporation,Kia,KMX
19885,Kia,Forte,midsize car,midsize car,22,2,4,2,2,natural,sa,no,6,"2wd, front",15,24.9761,33.4309,28.1836,no,no,1300,500,,359,268,318,Kia Motors Corporation,Kia,KMX
19977,Kia,Forte,midsize car,midsize car,24,2,4,2,2,natural,m,yes,6,"2wd, front",15,24.9954,34.3867,28.4977,no,no,1300,500,,358,260,314,Kia Motors Corporation,Kia,KMX
20599,Kia,Forte,midsize car,midsize car,23,2,4,2,2,natural,sa,no,6,"2wd, front",15,28.5753,37.5454,32.0175,no,no,1150,1250,,312,237,278,Kia Motors Corporation,Kia,KMX
20897,Kia,Forte Koup,compact car,compact car,32,1.6,4,2,2,turbocharged,am,no,7,"2wd, front",15,24.5424,31.604,27.2859,no,no,1350,250,,364,283,328,Kia Motors Corporation,Kia,KMX
20896,Kia,Forte Koup,compact car,compact car,31,2,4,2,2,natural,sa,no,6,"2wd, front",15,24.8563,33.1568,28.012,no,no,1300,500,,360,270,320,Kia Motors Corporation,Kia,KMX
20898,Kia,Forte Koup,compact car,compact car,33,1.6,4,2,2,turbocharged,m,yes,6,"2wd, front",15,23.1741,29.5278,25.6586,no,no,1400,0,,386,303,348,Kia Motors Corporation,Kia,KMX
20893,Kia,Forte5,large car,large car,28,2,4,2,2,natural,sa,no,6,"2wd, front",15,24.9096,33.5691,28.1809,no,no,1300,500,,359,266,317,Kia Motors Corporation,Kia,KMX
20894,Kia,Forte5,large car,large car,29,1.6,4,2,2,turbocharged,am,no,7,"2wd, front",15,24.9259,29.7811,26.8993,no,no,1350,250,,359,300,332,Kia Motors Corporation,Kia,KMX
20895,Kia,Forte5,large car,large car,30,1.6,4,2,2,turbocharged,m,yes,6,"2wd, front",15,22.8912,29.0199,25.2951,no,no,1450,,250,390,308,353,Kia Motors Corporation,Kia,KMX
19974,Kia,K900,large car,large car,21,5,8,2,2,natural,sa,no,8,"2wd, rear",15,14.8479,22.6577,17.5737,no,no,2350,,4750,607,396,512,Kia Motors Corporation,Kia,KMX
19951,Kia,K900,large car,large car,20,3.8,6,2,2,natural,sa,no,8,"2wd, rear",15,17.0031,25.3476,19.96,no,no,1850,,2250,526,353,448,Kia Motors Corporation,Kia,KMX
20454,Kia,Optima Hybrid,midsize car,midsize car,27,2,4,2,2,natural,am,no,6,"2wd, front",15,39.0875,45.9447,41.9017,no,no,900,2500,,228,194,212,Kia Motors Corporation,Kia,KMX
19712,Kia,Rio,compact car,compact car,18,1.6,4,2,2,natural,sa,no,6,"2wd, front",15,26.6125,36.1068,30.1841,no,no,1200,1000,,329,246,292,Kia Motors Corporation,Kia,KMX
19713,Kia,Rio,compact car,compact car,19,1.6,4,2,2,natural,m,yes,6,"2wd, front",15,26.9917,36.453,30.5612,no,no,1200,1000,,325,241,287,Kia Motors Corporation,Kia,KMX
19720,Kia,Rio ECO,compact car,compact car,17,1.6,4,2,2,natural,sa,no,6,"2wd, front",15,27.3306,35.995,30.6507,no,no,1200,1000,,321,243,286,Kia Motors Corporation,Kia,KMX
19623,Kia,Sedona,minivan,van,7,3.3,6,2,2,natural,sa,no,6,"2wd, front",10,17.821,24.1681,20.2094,no,yes,1850,,2250,503,370,443,Kia Motors Corporation,Kia,KMX
19621,Kia,Sedona SX,minivan,van,8,3.3,6,2,2,natural,sa,no,6,"2wd, front",10,18.1909,24.6935,20.6363,no,yes,1750,,1750,491,362,433,Kia Motors Corporation,Kia,KMX
19622,Kia,Sedona SXL,minivan,van,9,3.3,6,2,2,natural,sa,no,6,"2wd, front",10,16.6294,22.3807,18.8039,no,yes,1950,,2750,539,400,476,Kia Motors Corporation,Kia,KMX
19627,Kia,Sorento AWD,small suv,suv,10,2,4,2,2,turbocharged,sa,no,6,awd,15,19.2932,25.478,21.6592,no,yes,1650,,1250,466,351,414,Kia Motors Corporation,Kia,KMX
19631,Kia,Sorento AWD,small suv,suv,14,3.3,6,2,2,natural,sa,no,6,awd,15,16.8538,23.1778,19.2128,no,yes,1950,,2750,531,386,465,Kia Motors Corporation,Kia,KMX
19634,Kia,Sorento AWD,small suv,suv,12,2.4,4,2,2,natural,sa,no,6,awd,15,20.5296,25.2823,22.4267,no,yes,1650,,1250,433,352,397,Kia Motors Corporation,Kia,KMX
19633,Kia,Sorento AWD FE,small suv,suv,15,3.3,6,2,2,natural,sa,no,6,awd,15,17.821,25.4128,20.5888,no,yes,1750,,1750,502,352,434,Kia Motors Corporation,Kia,KMX
19632,Kia,Sorento FWD,small suv,suv,16,3.3,6,2,2,natural,sa,no,6,"2wd, front",15,17.7174,25.3451,20.4927,no,yes,1850,,2250,504,353,436,Kia Motors Corporation,Kia,KMX
19629,Kia,Sorento FWD,small suv,suv,11,2,4,2,2,turbocharged,sa,no,6,"2wd, front",15,20.0221,27.0344,22.668,no,yes,1600,,1000,449,333,397,Kia Motors Corporation,Kia,KMX
19630,Kia,Sorento FWD,small suv,suv,13,2.4,4,2,2,natural,sa,no,6,"2wd, front",15,20.9249,28.3824,23.7308,no,yes,1550,,750,428,314,377,Kia Motors Corporation,Kia,KMX
20796,Kia,Soul,small sta wagon,sta wago,36,1.6,4,2,2,natural,m,yes,6,"2wd, front",15,24.3683,30.034,26.6288,no,no,1350,250,,367,296,335,Kia Motors Corporation,Kia,KMX
20795,Kia,Soul,small sta wagon,sta wago,34,1.6,4,2,2,natural,sa,no,6,"2wd, front",15,24.9259,30.034,26.9917,no,no,1350,250,,358,296,330,Kia Motors Corporation,Kia,KMX
20826,Kia,Soul,small sta wagon,sta wago,35,2,4,2,2,natural,sa,no,6,"2wd, front",15,24.5551,30.1317,26.7859,no,no,1350,250,,364,297,334,Kia Motors Corporation,Kia,KMX
19377,Kia,Sportage AWD,small suv,suv,1,2.4,4,2,2,natural,sa,no,6,awd,15,20.8906,24.9601,22.5447,no,yes,1600,,1000,427,359,397,Kia Motors Corporation,Kia,KMX
19381,Kia,Sportage AWD,small suv,suv,5,2,4,2,2,turbocharged,sa,no,6,awd,15,19.7311,23.1173,21.1235,no,yes,1750,,1750,455,386,424,Kia Motors Corporation,Kia,KMX
19379,Kia,Sportage FE AWD,small suv,suv,3,2.4,4,2,2,natural,sa,no,6,awd,15,20.5865,24.9358,22.3399,no,yes,1650,,1250,434,360,400,Kia Motors Corporation,Kia,KMX
19378,Kia,Sportage FE FWD,small suv,suv,4,2.4,4,2,2,natural,sa,no,6,"2wd, front",15,22.7844,29.8882,25.5132,no,yes,1400,0,,393,300,351,Kia Motors Corporation,Kia,KMX
19382,Kia,Sportage FWD,small suv,suv,6,2,4,2,2,turbocharged,sa,no,6,"2wd, front",15,20.6741,25.7105,22.6727,no,yes,1600,,1000,431,344,392,Kia Motors Corporation,Kia,KMX
19380,Kia,Sportage FWD,small suv,suv,2,2.4,4,2,2,natural,sa,no,6,"2wd, front",15,22.399,28.9611,24.9421,no,yes,1450,,250,399,308,358,Kia Motors Corporation,Kia,KMX
20069,Lamborghini,Aventador Coupe,two seater,compact car,17,6.5,12,2,2,natural,ams,no,7,awd,15,10.6055,18.4729,13.1199,yes,no,3250,,9250,836,481,676,Volkswagen AG,Volkswagen,VGA
20122,Lamborghini,Aventador Roadster,two seater,compact car,18,6.5,12,2,2,natural,ams,no,7,awd,15,10.3305,17.6917,12.7103,yes,no,3250,,9250,857,502,698,Volkswagen AG,Volkswagen,VGA
19521,Lamborghini,Huracan,two seater,compact car,8,5.2,10,2,2,natural,ams,no,7,"2wd, rear",15,14.318,20.6311,16.6044,yes,no,2450,,5250,617,429,532,Volkswagen AG,Volkswagen,VGA
19520,Lamborghini,Huracan,two seater,compact car,7,5.2,10,2,2,natural,ams,no,7,awd,15,14.318,20.6311,16.6044,yes,no,2450,,5250,617,429,532,Volkswagen AG,Volkswagen,VGA
19525,Lamborghini,Huracan Spyder,two seater,compact car,10,5.2,10,2,2,natural,ams,no,7,"2wd, rear",15,13.9274,19.9987,16.1311,yes,no,2600,,6000,634,442,547,Volkswagen AG,Volkswagen,VGA
19524,Lamborghini,Huracan Spyder,two seater,compact car,9,5.2,10,2,2,natural,ams,no,7,awd,15,13.9274,19.9987,16.1311,yes,no,2600,,6000,634,442,547,Volkswagen AG,Volkswagen,VGA
19834,Land Rover,Discovery Sport,small suv,suv,15,2,4,2,2,turbocharged,sa,no,9,4wd,15,19.6583,25.478,21.9104,no,yes,1900,,2500,452,349,406,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19827,Land Rover,Range Rover Evoque,small suv,suv,70,2,4,2,2,turbocharged,sa,no,9,4wd,15,20.8906,29.2741,23.9811,no,yes,1750,,1750,428,304,372,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19828,Land Rover,Range Rover Evoque Cabriolet,small suv,suv,71,2,4,2,2,turbocharged,sa,no,9,4wd,15,19.5853,27.5494,22.5141,no,yes,1850,,2250,449,320,391,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
20866,Lexus,CT 200h,compact car,compact car,90,1.8,4,2,2,natural,cvt,no,1,"2wd, front",15,42.8325,40.1563,41.5854,no,no,900,2500,,205,220,212,Toyota Motor Corporation,Toyota,TYX
20435,Lexus,ES 300h,midsize car,midsize car,80,2.5,4,2,2,natural,scv,no,6,"2wd, front",15,40.3222,38.8285,39.6361,no,no,900,2500,,219,228,223,Toyota Motor Corporation,Toyota,TYX
19838,Lexus,ES 350,midsize car,midsize car,22,3.5,6,2,2,natural,sa,no,6,"2wd, front",15,20.6681,30.4066,24.1485,no,no,1550,,750,426,290,365,Toyota Motor Corporation,Toyota,TYX
20481,Lexus,GX 460,std suv,suv,3,4.6,8,2,2,natural,sa,no,6,4wd,15,14.666,18.2747,16.0963,no,yes,2600,,6000,602,482,548,Toyota Motor Corporation,Toyota,TYX
20501,Lexus,LX 570,std suv,suv,38,5.7,8,2,2,natural,sa,no,8,4wd,15,12.9392,18.3284,14.9123,no,yes,2800,,7000,687,485,596,Toyota Motor Corporation,Toyota,TYX
20482,Lexus,RX 350,small suv,suv,23,3.5,6,2,2,natural,sa,no,8,"2wd, front",15,19.8883,27.194,22.6233,no,yes,1600,,1000,444,326,391,Toyota Motor Corporation,Toyota,TYX
20486,Lexus,RX 350 AWD,small suv,suv,24,3.5,6,2,2,natural,sa,no,8,awd,15,19.2427,26.1286,21.8318,no,yes,1650,,1250,459,339,405,Toyota Motor Corporation,Toyota,TYX
20811,Lexus,RX 450h AWD,std suv,suv,85,3.5,6,2,2,natural,scv,no,6,awd,15,31.2673,28.1221,29.7691,no,yes,1400,0,,283,314,297,Toyota Motor Corporation,Toyota,TYX
19959,Lincoln,Continental AWD,large car,large car,158,3,6,2,2,turbocharged,sa,no,6,awd,15,16.2223,24.1517,19.0345,no,no,1950,,2750,548,368,467,Ford Motor Company,Ford,FMX
19958,Lincoln,Continental AWD,large car,large car,160,2.7,6,2,2,turbocharged,sa,no,6,awd,15,16.7579,24.853,19.636,no,no,1850,,2250,530,358,453,Ford Motor Company,Ford,FMX
20141,Lincoln,Continental AWD,large car,large car,164,3.7,6,2,2,natural,sa,no,6,awd,15,16.3668,23.8278,19.0512,no,no,1950,,2750,543,374,467,Ford Motor Company,Ford,FMX
19957,Lincoln,Continental FWD,large car,large car,162,2.7,6,2,2,turbocharged,sa,no,6,"2wd, front",15,17.7469,27.2921,21.0617,no,no,1750,,1750,500,326,422,Ford Motor Company,Ford,FMX
20144,Lincoln,Continental FWD,large car,large car,163,3.7,6,2,2,natural,sa,no,6,"2wd, front",15,17.0777,25.8687,20.1608,no,no,1850,,2250,519,344,440,Ford Motor Company,Ford,FMX
19568,Lincoln,MKC AWD,small suv,suv,142,2,4,2,2,turbocharged,sa,no,6,awd,15,19,25,22,no,yes,1650,,1250,467,356,404,Ford Motor Company,Ford,FMX
19559,Lincoln,MKC AWD,small suv,suv,133,2.3,4,2,2,turbocharged,sa,no,6,awd,15,17.9452,24.9129,20.5289,no,yes,1750,,1750,495,357,433,Ford Motor Company,Ford,FMX
19556,Lincoln,MKC AWD,small suv,suv,134,2,4,2,2,turbocharged,sa,no,6,awd,15,19.1468,25.2823,21.4941,no,yes,1750,,1750,463,351,413,Ford Motor Company,Ford,FMX
19558,Lincoln,MKC FWD,small suv,suv,136,2,4,2,2,turbocharged,sa,no,6,"2wd, front",15,21,28,23,no,yes,1600,,1000,423,318,387,Ford Motor Company,Ford,FMX
19617,Lincoln,MKZ AWD,midsize car,midsize car,169,2,4,2,2,turbocharged,sa,no,6,awd,15,19.85,28,23.0448,no,no,1600,,1000,447,318,386,Ford Motor Company,Ford,FMX
19833,Lincoln,MKZ AWD,midsize car,midsize car,171,3,6,2,2,turbocharged,sa,no,6,awd,15,16.8538,25.6735,19.9357,no,no,1850,,2250,528,347,447,Ford Motor Company,Ford,FMX
19587,Lincoln,MKZ FWD,midsize car,midsize car,170,2,4,2,2,turbocharged,sa,no,6,"2wd, front",15,20.9627,31.1035,24,no,no,1550,,750,424,286,370,Ford Motor Company,Ford,FMX
19832,Lincoln,MKZ FWD,midsize car,midsize car,172,3,6,2,2,turbocharged,sa,no,6,"2wd, front",15,17.5986,27.1633,20.9122,no,no,1750,,1750,505,327,425,Ford Motor Company,Ford,FMX
19668,Lincoln,MKZ Hybrid FWD,midsize car,midsize car,168,2,4,2,2,natural,cvt,no,1,"2wd, front",15,41,38,40,no,no,900,2500,,216,234,222,Ford Motor Company,Ford,FMX
19801,Lincoln,Navigator,std suv,suv,246,3.5,6,2,2,turbocharged,sa,no,6,"2wd, rear",15,15.3495,21.2439,17,no,yes,2150,,3750,579,418,523,Ford Motor Company,Ford,FMX
19803,Lincoln,Navigator 4WD,std suv,suv,247,3.5,6,2,2,turbocharged,sa,no,6,part-time 4wd,15,14.5407,19.9361,16.5571,no,yes,2150,,3750,611,446,537,Ford Motor Company,Ford,FMX
19804,Lincoln,Navigator L,std suv,suv,251,3.5,6,2,2,turbocharged,sa,no,6,"2wd, rear",15,14.7421,19.5559,16.5785,no,yes,2150,,3750,602,454,536,Ford Motor Company,Ford,FMX
19802,Lincoln,Navigator L 4WD,std suv,suv,252,3.5,6,2,2,turbocharged,sa,no,6,part-time 4wd,15,14.5898,18.9434,16.2727,no,yes,2300,,4500,609,468,546,Ford Motor Company,Ford,FMX
20876,Lotus,Evora,minicompact car,compact car,8,3.5,6,2,2,supercharged,sa,no,6,"2wd, rear",10,16.8596,24.4428,19.5953,no,no,2100,,3500,525,362,451,Lotus Cars Ltd,Lotus,LTX
20877,Lotus,Evora,minicompact car,compact car,7,3.5,6,2,2,supercharged,m,yes,6,"2wd, rear",10,16.2346,23.7065,18.9178,no,no,2200,,4000,545,373,468,Lotus Cars Ltd,Lotus,LTX
20210,Maserati,Ghibli S RWD,midsize car,midsize car,38,3,6,2,2,turbocharged,a,no,8,"2wd, rear",10,16.2544,23.5747,18.8945,no,no,2200,,4000,547,379,471,FCA US LLC,Fiat Chrysler,MAX
20138,Maserati,Ghibli V6 RWD,midsize car,midsize car,36,3,6,2,2,turbocharged,a,no,8,"2wd, rear",10,16.7042,23.9047,19.3235,no,no,2200,,4000,533,371,460,FCA US LLC,Fiat Chrysler,MAX
20139,Maserati,Ghibli V6 SQ4 AWD,midsize car,midsize car,35,3,6,2,2,turbocharged,a,no,8,awd,10,15.9535,23.6407,18.6881,no,no,2200,,4000,556,375,475,FCA US LLC,Fiat Chrysler,MAX
19671,Maserati,GranTurismo,subcompact car,compact car,21,4.7,8,2,2,natural,a,no,6,"2wd, rear",10,12.937,20.656,15.552,yes,no,2600,,6000,686,432,572,FCA US LLC,Fiat Chrysler,MAX
19670,Maserati,GranTurismo Convertible,subcompact car,compact car,25,4.7,8,2,2,natural,a,no,6,"2wd, rear",10,12.924,20.212,15.4271,yes,no,2800,,7000,693,435,577,FCA US LLC,Fiat Chrysler,MAX
20157,Maserati,Levante,std suv,suv,41,3,8,2,2,turbocharged,a,no,8,awd,10,14.3609,19.6917,16.3531,no,yes,2600,,6000,625,454,548,FCA US LLC,Fiat Chrysler,MAX
20169,Maserati,Levante S,std suv,suv,40,3,8,2,2,turbocharged,a,no,8,awd,10,14.1316,19.216,16.0416,no,yes,2600,,6000,633,465,557,FCA US LLC,Fiat Chrysler,MAX
20151,Maserati,Quattroporte GTS,large car,large car,30,3.8,8,2,2,turbocharged,a,no,8,"2wd, rear",10,14.5898,21.7799,17.1354,yes,no,2450,,5250,607,408,517,FCA US LLC,Fiat Chrysler,MAX
20155,Maserati,Quattroporte S,large car,large car,37,3,6,2,2,turbocharged,a,no,8,"2wd, rear",10,15.8028,22.9126,18.3676,no,no,2350,,4750,560,388,482,FCA US LLC,Fiat Chrysler,MAX
20154,Maserati,Quattroporte SQ4 V6,large car,large car,33,3,6,2,2,turbocharged,a,no,8,awd,10,15.7274,22.9126,18.3114,no,no,2350,,4750,565,387,485,FCA US LLC,Fiat Chrysler,MAX
19709,Mazda,CX-3,compact car,compact car,1,2,4,2,2,natural,sa,no,6,"2wd, front",10,28.5494,34,31.0651,no,no,1200,1000,,312,262,288,Mazda Motor Corporation,Mazda,TKX
19710,Mazda,CX-3 4WD,compact car,compact car,2,2,4,2,2,natural,sa,no,6,4wd,10,26.6501,31.5415,28.6494,no,no,1250,750,,331,281,308,Mazda Motor Corporation,Mazda,TKX
19865,Mazda,Mazda2,compact car,compact car,4,1.5,4,2,2,natural,sa,no,6,"2wd, front",10,32.0552,39.7315,35.1076,no,no,1050,1750,,275,223,252,Mazda Motor Corporation,Mazda,TKX
19864,Mazda,Mazda2,compact car,compact car,3,1.5,4,2,2,natural,m,yes,6,"2wd, front",10,30,39.0229,34.0784,no,no,1100,1500,,294,226,259,Mazda Motor Corporation,Mazda,TKX
20063,Mazda,Mazda6,midsize car,midsize car,5,2.5,4,2,2,natural,m,yes,6,"2wd, front",10,24,33.981,28.0736,no,no,1300,500,,369,260,315,Mazda Motor Corporation,Mazda,TKX
20065,Mazda,Mazda6,midsize car,midsize car,6,2.5,4,2,2,natural,sa,no,6,"2wd, front",10,25.7731,34.5503,29.0998,no,no,1250,750,,343,256,304,Mazda Motor Corporation,Mazda,TKX
20064,Mazda,Mazda6,midsize car,midsize car,7,2.5,4,2,2,natural,sa,no,6,"2wd, front",10,26.5132,35.1195,29.7993,no,no,1200,1000,,336,254,299,Mazda Motor Corporation,Mazda,TKX
20912,McLaren,570GT,two seater,compact car,2,3.8,8,2,2,turbocharged,a,no,7,"2wd, rear",10,16.3368,22.686,18.6908,no,no,2200,,4000,526,425,481,McLaren Automotive,McLaren,MLN
20911,McLaren,570S Coupe,two seater,compact car,1,3.8,8,2,2,turbocharged,a,no,7,"2wd, rear",10,16.3368,22.686,18.6908,no,no,2200,,4000,526,425,481,McLaren Automotive,McLaren,MLN
20709,Mercedes-Benz,AMG C63,compact car,compact car,108,4,8,2,2,turbocharged,a,no,7,"2wd, rear",10,17.5986,24.431,20.1322,no,no,2100,,3500,505,362,441,Mercedes-Benz,Mercedes,MBX
20690,Mercedes-Benz,AMG C63 Coupe,subcompact car,compact car,117,4,8,2,2,turbocharged,a,no,7,"2wd, rear",10,17.0777,23.244,19.3928,no,no,2200,,4000,520,383,458,Mercedes-Benz,Mercedes,MBX
20708,Mercedes-Benz,AMG C63 S,compact car,compact car,110,4,8,2,2,turbocharged,a,no,7,"2wd, rear",10,17.5986,24.431,20.1322,no,no,2100,,3500,505,362,441,Mercedes-Benz,Mercedes,MBX
20691,Mercedes-Benz,AMG C63 S Coupe,subcompact car,compact car,116,4,8,2,2,turbocharged,a,no,7,"2wd, rear",10,17.0777,23.244,19.3928,no,no,2200,,4000,520,383,458,Mercedes-Benz,Mercedes,MBX
20366,Mercedes-Benz,AMG CLA45 4Matic,compact car,compact car,210,2,4,2,2,turbocharged,am,no,7,4wd,10,22.8912,30.1602,25.6759,no,no,1600,,1000,390,296,348,Mercedes-Benz,Mercedes,MBX
20364,Mercedes-Benz,AMG CLS63 S 4Matic,compact car,compact car,329,5.5,8,2,2,turbocharged,a,no,7,4wd,10,15.6519,21.78,17.9209,no,no,2350,,4750,568,406,495,Mercedes-Benz,Mercedes,MBX
20545,Mercedes-Benz,AMG GLA43 4Matic Coupe,std suv,suv,271,3,6,2,2,turbocharged,a,no,9,4wd,10,17.3756,23.0453,19.5388,no,yes,2100,,3500,510,386,454,Mercedes-Benz,Mercedes,MBX
20367,Mercedes-Benz,AMG GLA45 4Matic,midsize sta wagon,sta wago,245,2,4,2,2,turbocharged,am,no,7,4wd,10,22.0382,28.4463,24.5243,no,no,1700,,1500,402,312,361,Mercedes-Benz,Mercedes,MBX
20538,Mercedes-Benz,AMG GLA63,std suv,suv,406,5.5,8,2,2,turbocharged,a,no,7,4wd,10,13.0639,16.8556,14.5353,no,yes,2800,,7000,680,525,611,Mercedes-Benz,Mercedes,MBX
20541,Mercedes-Benz,AMG GLA63 S,std suv,suv,272,5.5,8,2,2,turbocharged,a,no,7,4wd,10,13.0639,16.8556,14.5353,no,yes,2800,,7000,680,525,611,Mercedes-Benz,Mercedes,MBX
20539,Mercedes-Benz,AMG GLA63 S Coupe,std suv,suv,274,5.5,8,2,2,turbocharged,a,no,7,4wd,10,13.6578,18.3821,15.4439,no,yes,2800,,7000,650,482,574,Mercedes-Benz,Mercedes,MBX
19646,Mercedes-Benz,AMG GLS63,std suv,suv,424,5.5,8,2,2,turbocharged,a,no,7,4wd,10,12.95,16.7703,14.4291,no,yes,3000,,8000,686,527,615,Mercedes-Benz,Mercedes,MBX
20687,Mercedes-Benz,AMG GT,two seater,compact car,191,4,8,2,2,turbocharged,am,no,7,"2wd, rear",10,16.2544,21.7131,18.3278,no,no,2350,,4750,548,410,486,Mercedes-Benz,Mercedes,MBX
20686,Mercedes-Benz,AMG GT S,two seater,compact car,190,4,8,2,2,turbocharged,am,no,7,"2wd, rear",10,16.2544,21.7131,18.3278,no,no,2350,,4750,548,410,486,Mercedes-Benz,Mercedes,MBX
20766,Mercedes-Benz,AMG S63 4Matic,large car,large car,205,5.5,8,2,2,turbocharged,a,no,7,4wd,10,15.0138,23.2509,17.8613,no,no,2350,,4750,593,383,499,Mercedes-Benz,Mercedes,MBX
20279,Mercedes-Benz,AMG S63 4Matic Convertible,subcompact car,compact car,325,5.5,8,2,2,turbocharged,a,no,7,4wd,10,14.4373,22.114,17.1101,yes,no,2450,,5250,613,400,517,Mercedes-Benz,Mercedes,MBX
20770,Mercedes-Benz,AMG S63 4Matic Coupe,compact car,compact car,215,5.5,8,2,2,turbocharged,a,no,7,4wd,10,15.4251,23.0453,18.1215,no,no,2350,,4750,576,384,490,Mercedes-Benz,Mercedes,MBX
20798,Mercedes-Benz,AMG S65,large car,large car,208,6,12,2,1,turbocharged,a,no,7,"2wd, rear",10,13.3536,21.5187,16.1032,yes,no,2600,,6000,665,414,552,Mercedes-Benz,Mercedes,MBX
20277,Mercedes-Benz,AMG SL63,two seater,compact car,226,5.5,8,2,2,turbocharged,a,no,7,"2wd, rear",10,15.9541,24.662,18.9679,no,no,2200,,4000,557,360,468,Mercedes-Benz,Mercedes,MBX
20721,Mercedes-Benz,AMG SL65,two seater,compact car,228,6,12,2,1,turbocharged,a,no,7,"2wd, rear",10,13.3854,21.8416,16.2094,yes,no,2600,,6000,661,405,546,Mercedes-Benz,Mercedes,MBX
20424,Mercedes-Benz,AMG SLC43,two seater,compact car,239,3,6,2,2,turbocharged,a,no,9,"2wd, rear",10,20.3848,28.5101,23.3837,no,no,1850,,2250,434,311,379,Mercedes-Benz,Mercedes,MBX
20638,Mercedes-Benz,C300,compact car,compact car,113,2,4,2,2,turbocharged,a,no,7,"2wd, rear",10,24.2285,34.0802,27.8515,no,no,1500,,500,367,261,319,Mercedes-Benz,Mercedes,MBX
20509,Mercedes-Benz,C300 4Matic,compact car,compact car,106,2,4,2,2,turbocharged,a,no,7,4wd,10,24.0184,30.7898,26.6565,no,no,1550,,750,369,289,333,Mercedes-Benz,Mercedes,MBX
20916,Mercedes-Benz,C300 4Matic Convertible,subcompact car,compact car,127,2,4,2,2,turbocharged,a,no,9,4wd,10,21.824,29.0835,24.5855,no,no,1700,,1500,405,304,360,Mercedes-Benz,Mercedes,MBX
19731,Mercedes-Benz,C300 4Matic Coupe,subcompact car,compact car,119,2,4,2,2,turbocharged,a,no,7,4wd,10,22.5366,29.0835,25.0768,no,no,1700,,1500,394,305,354,Mercedes-Benz,Mercedes,MBX
20917,Mercedes-Benz,C300 Convertible,subcompact car,compact car,128,2,4,2,2,turbocharged,a,no,9,"2wd, rear",10,22.8204,30.9781,25.8882,no,no,1600,,1000,388,286,342,Mercedes-Benz,Mercedes,MBX
19815,Mercedes-Benz,C300 Coupe,subcompact car,compact car,118,2,4,2,2,turbocharged,a,no,7,"2wd, rear",10,22.6076,30.3494,25.5393,no,no,1600,,1000,393,292,347,Mercedes-Benz,Mercedes,MBX
20921,Mercedes-Benz,CLA250 4Matic,compact car,compact car,212,2,4,2,2,turbocharged,am,no,7,4wd,10,23.3858,31.7913,26.544,no,no,1550,,750,381,281,336,Mercedes-Benz,Mercedes,MBX
20771,Mercedes-Benz,CLS550,compact car,compact car,319,4.7,8,2,2,turbocharged,a,no,9,"2wd, rear",10,17.9691,26.3231,20.9629,no,no,2000,,3000,496,338,425,Mercedes-Benz,Mercedes,MBX
20772,Mercedes-Benz,CLS550 4Matic,compact car,compact car,320,4.7,8,2,2,turbocharged,a,no,9,4wd,10,17.3012,24.89,20.0524,no,no,2100,,3500,514,357,444,Mercedes-Benz,Mercedes,MBX
20088,Mercedes-Benz,E300,midsize car,midsize car,332,2,4,2,2,turbocharged,a,no,9,"2wd, rear",10,22.1096,30.3494,25.1868,no,no,1700,,1500,399,291,351,Mercedes-Benz,Mercedes,MBX
20089,Mercedes-Benz,E300 4Matic,midsize car,midsize car,338,2,4,2,2,turbocharged,a,no,9,4wd,10,21.7524,28.7015,24.4122,no,no,1750,,1750,406,308,362,Mercedes-Benz,Mercedes,MBX
20298,Mercedes-Benz,E400 4Matic Coupe,subcompact car,compact car,135,3,6,2,2,turbocharged,a,no,7,4wd,10,19.9494,27.7421,22.836,no,no,1850,,2250,442,318,387,Mercedes-Benz,Mercedes,MBX
20296,Mercedes-Benz,E400 Convertible,subcompact car,compact car,143,3,6,2,2,turbocharged,a,no,7,"2wd, rear",10,20.3848,28.7015,23.4414,no,no,1850,,2250,433,308,377,Mercedes-Benz,Mercedes,MBX
20297,Mercedes-Benz,E400 Coupe,subcompact car,compact car,134,3,6,2,2,turbocharged,a,no,7,"2wd, rear",10,20.2399,29.0199,23.4298,no,no,1850,,2250,437,304,377,Mercedes-Benz,Mercedes,MBX
20362,Mercedes-Benz,E550 Convertible,subcompact car,compact car,142,4.7,8,2,2,turbocharged,a,no,7,"2wd, rear",10,17.2268,25.3476,20.1288,no,no,2100,,3500,518,352,443,Mercedes-Benz,Mercedes,MBX
