id,brand,carLine,class,classSimple,engId,displ,cylinders,inValves,exValves,airAspir,trans,manual,gears,drive,maxEthanol,mpgCity,mpgHwy,mpgComb,guzzler,guzzlerEx,fuelCost,amtSave,amtOver,co2City,co2Hwy,co2Comb,mfrNameFull,mfrName,mfrCode
19942,Honda,Accord,midsize car,midsize car,15,2.4,4,2,2,natural,cvt,no,1,"2wd, front",10,26.8859,35.7245,30.2542,no,no,1200,1000,,328,248,292,"Honda Motor Company, Ltd",Honda,HNX
20456,Honda,Accord,midsize car,midsize car,7,2,4,2,2,natural,cvt,no,1,"2wd, front",10,48.5927,46.6108,47.6804,no,no,750,3250,,179,189,183,"Honda Motor Company, Ltd",Honda,HNX
19943,Honda,Accord,midsize car,midsize car,16,2.4,4,2,2,natural,scv,no,7,"2wd, front",10,26.0438,34.1173,29.1477,no,no,1250,750,,340,259,303,"Honda Motor Company, Ltd",Honda,HNX
19941,Honda,Accord,midsize car,midsize car,14,2.4,4,2,2,natural,m,yes,6,"2wd, front",10,22.9891,32.4754,26.4683,no,no,1400,0,,385,272,334,"Honda Motor Company, Ltd",Honda,HNX
19939,Honda,Accord,midsize car,midsize car,11,3.5,6,2,2,natural,m,yes,6,"2wd, front",10,18.1539,27.6454,21.4712,no,no,1750,,1750,490,322,414,"Honda Motor Company, Ltd",Honda,HNX
20013,Honda,Fit,small sta wagon,sta wago,18,1.5,4,2,2,natural,scv,no,7,"2wd, front",10,31.8309,37.2041,34.0434,no,no,1100,1500,,279,238,260,"Honda Motor Company, Ltd",Honda,HNX
20011,Honda,Fit,small sta wagon,sta wago,17,1.5,4,2,2,natural,cvt,no,1,"2wd, front",10,33.4129,39.584,35.9338,no,no,1000,2000,,266,224,247,"Honda Motor Company, Ltd",Honda,HNX
20224,Honda,Fit,small sta wagon,sta wago,19,1.5,4,2,2,natural,m,yes,6,"2wd, front",10,28.7301,35.7551,31.5166,no,no,1150,1250,,309,248,281,"Honda Motor Company, Ltd",Honda,HNX
20792,Honda,HR-V AWD,small sta wagon,sta wago,33,1.8,4,2,2,natural,scv,no,7,awd,10,26.513,31,28.71,no,no,1250,750,,336,287,314,"Honda Motor Company, Ltd",Honda,HNX
20794,Honda,HR-V AWD,small sta wagon,sta wago,32,1.8,4,2,2,natural,cvt,no,1,awd,10,26.513,31,28.71,no,no,1250,750,,336,287,314,"Honda Motor Company, Ltd",Honda,HNX
20790,Honda,HR-V FWD,small sta wagon,sta wago,31,1.8,4,2,2,natural,scv,no,7,"2wd, front",10,28.2125,34.0189,30.5597,no,no,1200,1000,,313,260,289,"Honda Motor Company, Ltd",Honda,HNX
20788,Honda,HR-V FWD,small sta wagon,sta wago,29,1.8,4,2,2,natural,m,yes,6,"2wd, front",10,25.0648,32.9713,28.0967,no,no,1300,500,,352,268,314,"Honda Motor Company, Ltd",Honda,HNX
20793,Honda,HR-V FWD,small sta wagon,sta wago,30,1.8,4,2,2,natural,cvt,no,1,"2wd, front",10,28.2125,34.0189,30.5597,no,no,1200,1000,,313,260,289,"Honda Motor Company, Ltd",Honda,HNX
19680,Honda,Ridgeline AWD,std pick-up,truck,6,3.5,6,2,2,natural,a,no,6,awd,10,18.3753,24.7589,20.7871,no,yes,1750,,1750,480,356,424,"Honda Motor Company, Ltd",Honda,HNX
19679,Honda,Ridgeline FWD,small pick-up,truck,5,3.5,6,2,2,natural,a,no,6,"2wd, front",10,18.7066,26.3877,21.5263,no,yes,1650,,1250,471,335,410,"Honda Motor Company, Ltd",Honda,HNX
19723,Hyundai,Accent,compact car,compact car,26,1.6,4,2,2,natural,sa,no,6,"2wd, front",15,26.2767,36.3862,30.0315,no,no,1200,1000,,337,243,295,Hyundai Motor Company,Hyundai,HYX
19724,Hyundai,Accent,compact car,compact car,27,1.6,4,2,2,natural,m,yes,6,"2wd, front",15,27.477,37.0588,31.0949,no,no,1200,1000,,319,237,282,Hyundai Motor Company,Hyundai,HYX
20330,Hyundai,Azera,large car,large car,44,3.3,6,2,2,natural,sa,no,6,"2wd, front",15,19.6583,28.3824,22.8139,no,no,1600,,1000,454,314,391,Hyundai Motor Company,Hyundai,HYX
20329,Hyundai,Azera Limited,large car,large car,43,3.3,6,2,2,natural,sa,no,6,"2wd, front",15,18.927,27.8704,22.1213,no,no,1650,,1250,473,321,404,Hyundai Motor Company,Hyundai,HYX
19666,Hyundai,Elantra,midsize car,midsize car,19,1.4,4,2,2,turbocharged,am,no,7,"2wd, front",15,31.5612,39.8483,34.8198,no,no,1050,1750,,282,224,256,Hyundai Motor Company,Hyundai,HYX
19338,Hyundai,Elantra,midsize car,midsize car,12,2,4,2,2,natural,sa,no,6,"2wd, front",15,28.1626,36.8668,31.5104,no,no,1150,1250,,315,241,282,Hyundai Motor Company,Hyundai,HYX
19339,Hyundai,Elantra,midsize car,midsize car,13,2,4,2,2,natural,m,yes,6,"2wd, front",15,25.7569,35.6666,29.4374,no,no,1250,750,,344,248,301,Hyundai Motor Company,Hyundai,HYX
19596,Hyundai,Elantra GT,midsize car,midsize car,15,2,4,2,2,natural,m,yes,6,"2wd, front",15,23.8077,32.4088,27.0366,no,no,1350,250,,374,275,329,Hyundai Motor Company,Hyundai,HYX
19644,Hyundai,Elantra GT,midsize car,midsize car,14,2,4,2,2,natural,sa,no,6,"2wd, front",15,23.9481,32.0405,27.019,no,no,1350,250,,373,279,331,Hyundai Motor Company,Hyundai,HYX
19337,Hyundai,Elantra SE,midsize car,midsize car,11,2,4,2,2,natural,sa,no,6,"2wd, front",15,29.0775,38.3294,32.6208,no,no,1100,1500,,305,231,272,Hyundai Motor Company,Hyundai,HYX
19653,Hyundai,G80 AWD,large car,large car,17,3.8,6,2,2,natural,sa,no,8,awd,10,16.4046,24.8246,19.3594,no,no,1950,,2750,542,358,459,Hyundai Motor Company,Hyundai,HYX
19652,Hyundai,G80 RWD,large car,large car,16,3.8,6,2,2,natural,sa,no,8,"2wd, rear",10,18.117,28.1266,21.5716,no,no,1650,,1250,489,316,411,Hyundai Motor Company,Hyundai,HYX
19884,Hyundai,G80 RWD,large car,large car,18,5,8,2,2,natural,sa,no,8,"2wd, rear",15,14.8182,22.9789,17.6368,no,no,2350,,4750,598,386,502,Hyundai Motor Company,Hyundai,HYX
19956,Hyundai,G90 AWD,large car,large car,40,5,8,2,2,natural,sa,no,8,awd,15,15.4251,22.9789,18.1031,no,no,2350,,4750,578,388,493,Hyundai Motor Company,Hyundai,HYX
19953,Hyundai,G90 AWD,large car,large car,38,3.3,6,2,2,turbocharged,sa,no,8,awd,15,17.2268,24.2996,19.8232,no,no,2100,,3500,515,366,448,Hyundai Motor Company,Hyundai,HYX
19954,Hyundai,G90 RWD,large car,large car,39,3.3,6,2,2,turbocharged,sa,no,8,"2wd, rear",15,17.2268,23.8388,19.6835,no,no,2100,,3500,519,375,454,Hyundai Motor Company,Hyundai,HYX
19955,Hyundai,G90 RWD,large car,large car,41,5,8,2,2,natural,sa,no,8,"2wd, rear",15,15.7274,23.7728,18.5529,no,no,2200,,4000,569,377,482,Hyundai Motor Company,Hyundai,HYX
19344,Hyundai,Santa Fe AWD,small suv,suv,2,3.3,6,2,2,natural,sa,no,6,awd,15,18.117,24.2748,20.4516,no,yes,1850,,2250,489,366,433,Hyundai Motor Company,Hyundai,HYX
19343,Hyundai,Santa Fe FWD,small suv,suv,1,3.3,6,2,2,natural,sa,no,6,"2wd, front",15,18.1909,25.105,20.7643,no,yes,1750,,1750,489,351,427,Hyundai Motor Company,Hyundai,HYX
19376,Hyundai,Santa Fe Sport AWD,small suv,suv,6,2.4,4,2,2,natural,sa,no,6,awd,15,19.5853,25.9337,22.0099,no,yes,1650,,1250,456,346,406,Hyundai Motor Company,Hyundai,HYX
19325,Hyundai,Santa Fe Sport AWD,small suv,suv,8,2,4,2,2,turbocharged,sa,no,6,awd,15,19.4394,25.8687,21.8873,no,yes,1650,,1250,461,347,410,Hyundai Motor Company,Hyundai,HYX
19324,Hyundai,Santa Fe Sport FWD,small suv,suv,7,2,4,2,2,turbocharged,sa,no,6,"2wd, front",15,20.2399,27.9345,23.1037,no,yes,1600,,1000,444,321,388,Hyundai Motor Company,Hyundai,HYX
19375,Hyundai,Santa Fe Sport FWD,small suv,suv,5,2.4,4,2,2,natural,sa,no,6,"2wd, front",15,21.1786,27.3565,23.5743,no,yes,1550,,750,420,327,379,Hyundai Motor Company,Hyundai,HYX
19327,Hyundai,Santa Fe Sport Ultimate AWD,small suv,suv,10,2,4,2,2,turbocharged,sa,no,6,awd,15,18.8536,24.4965,21.034,no,yes,1750,,1750,475,365,425,Hyundai Motor Company,Hyundai,HYX
19326,Hyundai,Santa Fe Sport Ultimate FWD,small suv,suv,9,2,4,2,2,turbocharged,sa,no,6,"2wd, front",15,20.0948,26.7761,22.6366,no,yes,1600,,1000,446,335,396,Hyundai Motor Company,Hyundai,HYX
19346,Hyundai,Santa Fe Ultimate AWD,small suv,suv,4,3.3,6,2,2,natural,sa,no,6,awd,15,16.9285,21.702,18.7881,no,yes,1950,,2750,529,408,475,Hyundai Motor Company,Hyundai,HYX
19345,Hyundai,Santa Fe Ultimate FWD,small suv,suv,3,3.3,6,2,2,natural,sa,no,6,"2wd, front",15,17.3756,23.0848,19.5515,no,yes,1850,,2250,517,384,457,Hyundai Motor Company,Hyundai,HYX
19745,Hyundai,Sonata,large car,large car,28,1.6,4,2,2,turbocharged,am,no,7,"2wd, front",15,27.7395,36.453,31.0829,no,no,1200,1000,,321,245,286,Hyundai Motor Company,Hyundai,HYX
19812,Hyundai,Sonata,large car,large car,29,2,4,2,2,turbocharged,sa,no,6,"2wd, front",15,22.4655,31.0408,25.6549,no,no,1400,0,,396,287,347,Hyundai Motor Company,Hyundai,HYX
19738,Hyundai,Sonata,large car,large car,31,2.4,4,2,2,natural,sa,no,6,"2wd, front",15,25.1757,36.4206,29.238,no,no,1250,750,,357,246,307,Hyundai Motor Company,Hyundai,HYX
19905,Hyundai,Sonata Hybrid,midsize car,midsize car,37,2,4,2,2,natural,am,no,6,"2wd, front",15,38.1876,42.859,40.1572,no,no,900,2500,,233,209,222,Hyundai Motor Company,Hyundai,HYX
19906,Hyundai,Sonata Hybrid SE,midsize car,midsize car,36,2,4,2,2,natural,am,no,6,"2wd, front",15,39.2722,44.7597,41.5653,no,no,900,2500,,242,195,221,Hyundai Motor Company,Hyundai,HYX
19735,Hyundai,Sonata Limited,large car,large car,30,2,4,2,2,turbocharged,sa,no,6,"2wd, front",15,21.1786,30.1602,24.4559,no,no,1550,,750,422,296,365,Hyundai Motor Company,Hyundai,HYX
19739,Hyundai,Sonata Sport Limited,large car,large car,32,2.4,4,2,2,natural,sa,no,6,"2wd, front",15,24.6505,34.8562,28.3912,no,no,1300,500,,364,257,316,Hyundai Motor Company,Hyundai,HYX
19923,Hyundai,Tucson AWD,small suv,suv,22,1.6,4,2,2,turbocharged,am,no,7,awd,15,23.7377,27.5494,25.3138,no,yes,1450,,250,379,326,355,Hyundai Motor Company,Hyundai,HYX
19921,Hyundai,Tucson AWD,small suv,suv,20,2,4,2,2,natural,sa,no,6,awd,15,21.3942,25.7386,23.1527,no,yes,1600,,1000,420,349,388,Hyundai Motor Company,Hyundai,HYX
19925,Hyundai,Tucson Eco AWD,small suv,suv,24,1.6,4,2,2,turbocharged,am,no,7,awd,15,24.8563,30.0971,26.9696,no,yes,1350,250,,361,299,333,Hyundai Motor Company,Hyundai,HYX
19926,Hyundai,Tucson Eco FWD,small suv,suv,25,1.6,4,2,2,turbocharged,am,no,7,"2wd, front",15,26.0325,31.8536,28.3651,no,yes,1300,500,,345,282,317,Hyundai Motor Company,Hyundai,HYX
19924,Hyundai,Tucson FWD,small suv,suv,23,1.6,4,2,2,turbocharged,am,no,7,"2wd, front",15,24.8563,29.7811,26.8547,no,yes,1350,250,,361,301,334,Hyundai Motor Company,Hyundai,HYX
19922,Hyundai,Tucson FWD,small suv,suv,21,2,4,2,2,natural,sa,no,6,"2wd, front",15,23.3153,30.3494,26.0301,no,yes,1400,0,,382,294,342,Hyundai Motor Company,Hyundai,HYX
20765,Hyundai,Veloster,compact car,compact car,48,1.6,4,2,2,turbocharged,m,yes,6,"2wd, front",15,24.9954,32.5998,27.9268,no,no,1300,500,,359,276,321,Hyundai Motor Company,Hyundai,HYX
20846,Hyundai,Veloster,compact car,compact car,45,1.6,4,2,2,natural,am,no,6,"2wd, front",15,28.31,35.3541,31.0983,no,no,1200,1000,,317,253,288,Hyundai Motor Company,Hyundai,HYX
20764,Hyundai,Veloster,compact car,compact car,47,1.6,4,2,2,turbocharged,am,no,7,"2wd, front",15,26.3761,32.165,28.7005,no,no,1250,750,,338,277,310,Hyundai Motor Company,Hyundai,HYX
20847,Hyundai,Veloster,compact car,compact car,46,1.6,4,2,2,natural,m,yes,6,"2wd, front",15,26.5132,34.3255,29.5384,no,no,1200,1000,,338,261,304,Hyundai Motor Company,Hyundai,HYX
20696,Infiniti,Q50,midsize car,midsize car,131,3,6,2,2,turbocharged,sa,no,7,"2wd, rear",10,19.605,28.6535,22.8525,no,no,1850,,2250,454,311,390,Nissan Motor Company Ltd,Nissan,NSX
20734,Infiniti,Q50,midsize car,midsize car,161,2,4,2,2,turbocharged,sa,no,7,"2wd, rear",10,22.8807,30.5206,25.7852,no,no,1600,,1000,389,292,345,Nissan Motor Company Ltd,Nissan,NSX
20697,Infiniti,Q50 AWD,midsize car,midsize car,134,3,6,2,2,turbocharged,sa,no,7,awd,10,18.9016,26.9469,21.8352,no,no,1900,,2500,472,331,408,Nissan Motor Company Ltd,Nissan,NSX
20735,Infiniti,Q50 AWD,midsize car,midsize car,162,2,4,2,2,turbocharged,sa,no,7,awd,10,22.0577,27.9395,24.366,no,no,1750,,1750,404,318,365,Nissan Motor Company Ltd,Nissan,NSX
20695,Infiniti,Q50S AWD Red Sport,midsize car,midsize car,135,3,6,2,2,turbocharged,sa,no,7,awd,10,19.1468,25.7057,21.6304,no,no,1900,,2500,466,347,412,Nissan Motor Company Ltd,Nissan,NSX
20694,Infiniti,Q50S Red Sport,midsize car,midsize car,133,3,6,2,2,turbocharged,sa,no,7,"2wd, rear",10,19.8767,26.3879,22.3594,no,no,1900,,2500,448,338,398,Nissan Motor Company Ltd,Nissan,NSX
20463,Infiniti,Q60,subcompact car,compact car,163,2,4,2,2,turbocharged,sa,no,7,"2wd, rear",10,22.3588,29.893,25.2191,no,no,1700,,1500,398,298,353,Nissan Motor Company Ltd,Nissan,NSX
20563,Infiniti,Q60,subcompact car,compact car,136,3,6,2,2,turbocharged,sa,no,7,"2wd, rear",10,19.2812,28.2094,22.4834,no,no,1900,,2500,462,316,396,Nissan Motor Company Ltd,Nissan,NSX
20464,Infiniti,Q60 AWD,subcompact car,compact car,164,2,4,2,2,turbocharged,sa,no,7,awd,10,21.0691,28.059,23.7292,no,no,1750,,1750,421,316,374,Nissan Motor Company Ltd,Nissan,NSX
20459,Infiniti,Q60 AWD,subcompact car,compact car,233,3,6,2,2,turbocharged,sa,no,7,awd,10,19.0353,26.9644,21.9383,no,no,1900,,2500,469,331,407,Nissan Motor Company Ltd,Nissan,NSX
20461,Infiniti,Q60S AWD Red Sport,subcompact car,compact car,230,3,6,2,2,turbocharged,sa,no,7,awd,10,18.7427,25.706,21.3445,no,no,2000,,3000,475,347,418,Nissan Motor Company Ltd,Nissan,NSX
20460,Infiniti,Q60S Red Sport,subcompact car,compact car,138,3,6,2,2,turbocharged,sa,no,7,"2wd, rear",10,19.73,26.776,22.3802,no,no,1900,,2500,451,333,398,Nissan Motor Company Ltd,Nissan,NSX
20561,Infiniti,QX30,compact car,compact car,171,2,4,2,2,turbocharged,am,no,7,"2wd, front",10,24.1397,32.9834,27.452,no,no,1550,,750,369,270,324,Nissan Motor Company Ltd,Nissan,NSX
20562,Infiniti,QX30 AWD,compact car,compact car,173,2,4,2,2,turbocharged,am,no,7,awd,10,21.4835,29.5849,24.5029,no,no,1700,,1500,413,300,362,Nissan Motor Company Ltd,Nissan,NSX
20569,Infiniti,QX50,small sta wagon,sta wago,156,3.7,6,2,2,natural,sa,no,7,"2wd, rear",10,17.3756,24.3654,19.9512,no,no,2100,,3500,511,365,445,Nissan Motor Company Ltd,Nissan,NSX
20570,Infiniti,QX50 AWD,small sta wagon,sta wago,157,3.7,6,2,2,natural,sa,no,7,awd,10,17.1523,23.9706,19.6701,no,no,2100,,3500,519,371,453,Nissan Motor Company Ltd,Nissan,NSX
20361,Infiniti,QX70 AWD,small suv,suv,582,3.7,6,2,2,natural,sa,no,7,awd,10,16.183,21.8183,18.3113,no,yes,2350,,4750,550,408,486,Nissan Motor Company Ltd,Nissan,NSX
20360,Infiniti,QX70 RWD,small suv,suv,581,3.7,6,2,2,natural,sa,no,7,"2wd, rear",10,17.0031,23.6408,19.4621,no,yes,2200,,4000,524,377,457,Nissan Motor Company Ltd,Nissan,NSX
19477,Jaguar,F-Pace,small suv,suv,761,3,6,2,2,supercharged,sa,no,8,awd,15,17.6728,23.4426,19.8739,no,yes,2100,,3500,502,377,446,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
20914,Jaguar,F-Pace,small suv,suv,762,2,4,2,2,turbocharged,sa,no,8,awd,,26.4446,32.7237,28.9439,no,yes,1400,0,,385,311,352,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19553,Jaguar,F-TYPE Convertible,two seater,compact car,161,3,6,2,2,supercharged,sa,no,8,"2wd, rear",15,19.8039,27.6137,22.6919,no,no,1850,,2250,447,320,390,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19442,Jaguar,F-TYPE Convertible Manual,two seater,compact car,171,3,6,2,2,supercharged,m,yes,6,"2wd, rear",15,15.8028,23.9706,18.6648,no,no,2200,,4000,562,371,476,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19549,Jaguar,F-TYPE Coupe,two seater,compact car,160,3,6,2,2,supercharged,sa,no,8,"2wd, rear",15,19.8039,27.6137,22.6919,no,no,1850,,2250,447,320,390,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19441,Jaguar,F-TYPE Coupe Manual,two seater,compact car,170,3,6,2,2,supercharged,m,yes,6,"2wd, rear",15,15.8028,23.9706,18.6648,no,no,2200,,4000,562,371,476,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19431,Jaguar,F-TYPE R AWD Convertible,two seater,compact car,159,5,8,2,2,supercharged,sa,no,8,awd,15,14.8182,22.5804,17.5299,no,no,2350,,4750,588,392,500,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19432,Jaguar,F-TYPE R AWD Coupe,two seater,compact car,158,5,8,2,2,supercharged,sa,no,8,awd,15,14.8182,22.5804,17.5299,no,no,2350,,4750,588,392,500,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19440,Jaguar,F-TYPE S AWD Convertible,two seater,compact car,165,3,6,2,2,supercharged,sa,no,8,awd,15,18.117,25.6084,20.8635,no,no,2000,,3000,490,347,426,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19439,Jaguar,F-TYPE S AWD Coupe,two seater,compact car,164,3,6,2,2,supercharged,sa,no,8,awd,15,18.117,25.6084,20.8635,no,no,2000,,3000,490,347,426,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19555,Jaguar,F-TYPE S Convertible,two seater,compact car,163,3,6,2,2,supercharged,sa,no,8,"2wd, rear",15,19.0003,26.7155,21.8371,no,no,1900,,2500,468,333,407,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19444,Jaguar,F-TYPE S Convertible Manual,two seater,compact car,173,3,6,2,2,supercharged,m,yes,6,"2wd, rear",15,15.4251,23.5747,18.2667,no,no,2350,,4750,574,376,485,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19554,Jaguar,F-TYPE S Coupe,two seater,compact car,162,3,6,2,2,supercharged,sa,no,8,"2wd, rear",15,19.0003,26.7155,21.8371,no,no,1900,,2500,468,333,407,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19443,Jaguar,F-TYPE S Coupe Manual,two seater,compact car,172,3,6,2,2,supercharged,m,yes,6,"2wd, rear",15,15.4251,23.5747,18.2667,no,no,2350,,4750,574,376,485,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19456,Jaguar,XE,compact car,compact car,763,3,6,2,2,supercharged,sa,no,8,"2wd, rear",15,20.6019,30.034,23.9925,no,no,1750,,1750,430,295,369,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
20872,Jaguar,XE,compact car,compact car,765,2,4,2,2,turbocharged,sa,no,8,"2wd, rear",,31.925,42.2412,35.8667,no,no,1150,1250,,319,241,284,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19543,Jaguar,XE,compact car,compact car,760,2,4,2,2,turbocharged,sa,no,8,"2wd, rear",15,20.5296,30.4124,24.0458,no,no,1750,,1750,431,291,368,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19459,Jaguar,XE AWD,compact car,compact car,764,3,6,2,2,supercharged,sa,no,8,awd,15,19.9494,28.7015,23.1223,no,no,1850,,2250,444,309,383,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
20873,Jaguar,XE AWD,compact car,compact car,766,2,4,2,2,turbocharged,sa,no,8,awd,,30.1512,40.3193,34.0109,no,no,1200,1000,,338,252,299,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
20878,Jaguar,XF,midsize car,midsize car,265,2,4,2,2,turbocharged,sa,no,8,"2wd, rear",,31.0746,41.7197,35.1055,no,no,1200,1000,,327,243,289,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19457,Jaguar,XF,midsize car,midsize car,262,3,6,2,2,supercharged,sa,no,8,"2wd, rear",15,20.0221,29.401,23.378,no,no,1850,,2250,441,300,377,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
20874,Jaguar,XF AWD,midsize car,midsize car,266,2,4,2,2,turbocharged,sa,no,8,awd,,30.1512,40.3193,34.0109,no,no,1200,1000,,338,252,299,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
19460,Jaguar,XF AWD,midsize car,midsize car,263,3,6,2,2,supercharged,sa,no,8,awd,15,19.6583,27.8704,22.6633,no,no,1850,,2250,449,318,390,Jaguar Land Rover Ltd,Jaguar Land Rover,JLX
20408,Jeep,Cherokee 4WD,small suv,suv,718,3.2,6,2,2,natural,a,no,9,awd,10,20.2399,27.3239,22.9131,no,yes,1750,,1750,439,325,388,FCA US LLC,Fiat Chrysler,CRX
20288,Jeep,Cherokee 4WD,small suv,suv,512,2.4,4,2,2,natural,a,no,9,awd,10,20.8174,27.8702,23.4927,no,yes,1600,,1000,426,319,378,FCA US LLC,Fiat Chrysler,CRX
20623,Jeep,Cherokee 4WD,small suv,suv,513,2.4,4,2,2,natural,a,no,9,awd,85,20.8174,27.8702,23.4927,no,yes,1600,,1000,426,319,378,FCA US LLC,Fiat Chrysler,CRX
20419,Jeep,Cherokee 4WD Active Drive II,small suv,suv,720,3.2,6,2,2,natural,a,no,9,4wd,10,18.4122,26.2248,21.2626,no,yes,1900,,2500,481,338,416,FCA US LLC,Fiat Chrysler,CRX
20289,Jeep,Cherokee FWD,small suv,suv,28,2.4,4,2,2,natural,a,no,9,"2wd, front",10,21.4659,30.034,24.6275,no,yes,1450,,250,415,296,361,FCA US LLC,Fiat Chrysler,CRX
20407,Jeep,Cherokee FWD,small suv,suv,732,3.2,6,2,2,natural,a,no,9,"2wd, front",10,20.6379,28.5095,23.5659,no,yes,1650,,1250,430,312,377,FCA US LLC,Fiat Chrysler,CRX
20622,Jeep,Cherokee FWD,small suv,suv,29,2.4,4,2,2,natural,a,no,9,"2wd, front",85,21.4659,30.034,24.6275,no,yes,1450,,250,415,296,361,FCA US LLC,Fiat Chrysler,CRX
20457,Jeep,Cherokee Trailhawk 4WD,small suv,suv,515,2.4,4,2,2,natural,a,no,9,4wd,10,19.4394,24.9224,21.5754,no,yes,1650,,1250,456,357,412,FCA US LLC,Fiat Chrysler,CRX
20420,Jeep,Cherokee Trailhawk 4WD,small suv,suv,722,3.2,6,2,2,natural,a,no,9,4wd,10,18.2644,24,20.6882,no,yes,1900,,2500,484,369,432,FCA US LLC,Fiat Chrysler,CRX
20196,Jeep,Compass 4WD,small suv,suv,697,2.4,4,2,2,natural,a,no,6,4wd,10,20.1673,25.478,22.2548,no,yes,1650,,1250,441,349,400,FCA US LLC,Fiat Chrysler,CRX
20194,Jeep,Compass 4WD,small suv,suv,685,2.4,4,2,2,natural,cvt,no,1,4wd,10,20.0221,22.8462,21.2015,no,yes,1750,,1750,441,388,417,FCA US LLC,Fiat Chrysler,CRX
20153,Jeep,Compass 4WD,small suv,suv,698,2.4,4,2,2,natural,m,yes,5,awd,10,22.1096,26.9053,24.0377,no,yes,1550,,750,402,330,369,FCA US LLC,Fiat Chrysler,CRX
20472,Jeep,Compass FWD,small suv,suv,77,2,4,2,2,natural,m,yes,5,"2wd, front",10,22.7485,29.6031,25.3945,no,yes,1450,,250,387,300,347,FCA US LLC,Fiat Chrysler,CRX
20142,Jeep,Compass FWD,small suv,suv,688,2.4,4,2,2,natural,a,no,6,"2wd, front",10,20.8185,27.0988,23.2425,no,yes,1600,,1000,427,327,382,FCA US LLC,Fiat Chrysler,CRX
20468,Jeep,Compass FWD,small suv,suv,74,2.4,4,2,2,natural,m,yes,5,"2wd, front",10,23.0328,28.3824,25.1674,no,yes,1450,,250,386,313,353,FCA US LLC,Fiat Chrysler,CRX
20390,Jeep,Compass FWD,small suv,suv,73,2,4,2,2,natural,cvt,no,1,"2wd, front",10,21.7524,26.0636,23.5017,no,yes,1550,,750,409,340,378,FCA US LLC,Fiat Chrysler,CRX
20305,Jeep,Grand Cherokee,std suv,suv,756,3.6,6,2,2,natural,a,no,8,"2wd, rear",10,18.8533,25.8035,21.4537,no,yes,1750,,1750,470,344,414,FCA US LLC,Fiat Chrysler,CRX
20392,Jeep,Grand Cherokee 4WD,std suv,suv,516,5.7,8,1,1,natural,a,no,8,awd,10,14.0551,21.6461,16.6887,no,yes,2350,,4750,633,410,533,FCA US LLC,Fiat Chrysler,CRX
20215,Jeep,Grand Cherokee 4WD,std suv,suv,761,3.6,6,2,2,natural,a,no,8,4wd,10,18.4483,24.5623,20.7754,no,yes,1750,,1750,481,361,427,FCA US LLC,Fiat Chrysler,CRX
20391,Jeep,Grand Cherokee SRT 4WD,std suv,suv,730,6.4,8,1,1,natural,a,no,8,awd,10,12.8234,18.7387,14.9466,no,yes,2800,,7000,689,474,592,FCA US LLC,Fiat Chrysler,CRX
20152,Jeep,Patriot 4WD,small suv,suv,684,2.4,4,2,2,natural,m,yes,5,awd,10,22.1096,26.9053,24.0377,no,yes,1550,,750,402,330,369,FCA US LLC,Fiat Chrysler,CRX
20193,Jeep,Patriot 4WD,small suv,suv,773,2.4,4,2,2,natural,cvt,no,1,4wd,10,20.0221,22.8462,21.2015,no,yes,1750,,1750,441,388,417,FCA US LLC,Fiat Chrysler,CRX
20195,Jeep,Patriot 4WD,small suv,suv,682,2.4,4,2,2,natural,a,no,6,4wd,10,20.1673,25.478,22.2548,no,yes,1650,,1250,441,349,400,FCA US LLC,Fiat Chrysler,CRX
20140,Jeep,Patriot FWD,small suv,suv,686,2.4,4,2,2,natural,a,no,6,"2wd, front",10,20.8185,27.0988,23.2425,no,yes,1600,,1000,427,327,382,FCA US LLC,Fiat Chrysler,CRX
20467,Jeep,Patriot FWD,small suv,suv,75,2.4,4,2,2,natural,m,yes,5,"2wd, front",10,23.0328,28.3824,25.1674,no,yes,1450,,250,386,313,353,FCA US LLC,Fiat Chrysler,CRX
